"","sub","trial","rt","rtcs","rtc","expname","pictname","objnr","catnr","itnr","setpos","rep","simseq","aoa_set","homhet","setno","randrf"
"3458",9,137,415,"/",1,"aoa1","beetle.pla",26,7,53,2,5,2,2,1,7,4213
"3459",9,138,507,"/",1,"aoa1","camel.pla",25,7,53,3,5,2,2,1,7,4213
"3460",9,139,526,"/",1,"aoa1","ostrich.pla",27,7,53,4,5,2,2,1,7,4213
"3461",9,140,446,"/",1,"aoa1","beetle.pla",26,7,54,1,6,2,2,1,7,2341
"3462",9,141,501,"/",1,"aoa1","ostrich.pla",27,7,54,2,6,2,2,1,7,2341
"3463",9,142,472,"/",1,"aoa1","eagle.pla",28,7,54,3,6,2,2,1,7,2341
"3464",9,143,506,"/",1,"aoa1","camel.pla",25,7,54,4,6,2,2,1,7,2341
"3465",9,144,604,"/",1,"aoa1","cherry.pla",17,5,113,1,1,2,2,2,15,1432
"3466",9,145,630,"/",1,"aoa1","pliers.pla",30,8,113,2,1,2,2,2,15,1432
"3467",9,146,583,"/",1,"aoa1","eagle.pla",28,7,113,3,1,2,2,2,15,1432
"3468",9,147,536,"/",1,"aoa1","shawl.pla",24,6,113,4,1,2,2,2,15,1432
"3470",9,149,521,"/",1,"aoa1","shawl.pla",24,6,114,2,2,2,2,2,15,3214
"3471",9,150,514,"/",1,"aoa1","cherry.pla",17,5,114,3,2,2,2,2,15,3214
"3472",9,151,583,"/",1,"aoa1","pliers.pla",30,8,114,4,2,2,2,2,15,3214
"3473",9,152,502,"/",1,"aoa1","shawl.pla",24,6,115,1,3,2,2,2,15,2143
"3474",9,153,512,"/",1,"aoa1","cherry.pla",17,5,115,2,3,2,2,2,15,2143
"3475",9,154,563,"/",1,"aoa1","pliers.pla",30,8,115,3,3,2,2,2,15,2143
"3476",9,155,501,"/",1,"aoa1","eagle.pla",28,7,115,4,3,2,2,2,15,2143
"3477",9,156,555,"/",1,"aoa1","pliers.pla",30,8,116,1,4,2,2,2,15,4321
"3478",9,157,440,"/",1,"aoa1","eagle.pla",28,7,116,2,4,2,2,2,15,4321
"3479",9,158,507,"/",1,"aoa1","shawl.pla",24,6,116,3,4,2,2,2,15,4321
"3480",9,159,546,"/",1,"aoa1","cherry.pla",17,5,116,4,4,2,2,2,15,4321
"3481",9,160,473,"/",1,"aoa1","shawl.pla",24,6,117,1,5,2,2,2,15,2413
"3482",9,161,535,"/",1,"aoa1","pliers.pla",30,8,117,2,5,2,2,2,15,2413
"3483",9,162,524,"/",1,"aoa1","cherry.pla",17,5,117,3,5,2,2,2,15,2413
"3484",9,163,458,"/",1,"aoa1","eagle.pla",28,7,117,4,5,2,2,2,15,2413
"3485",9,164,412,"/",1,"aoa1","cherry.pla",17,5,118,1,6,2,2,2,15,1342
"3486",9,165,480,"/",1,"aoa1","eagle.pla",28,7,118,2,6,2,2,2,15,1342
"3487",9,166,523,"/",1,"aoa1","pliers.pla",30,8,118,3,6,2,2,2,15,1342
"3488",9,167,483,"/",1,"aoa1","shawl.pla",24,6,118,4,6,2,2,2,15,1342
"3489",9,168,461,"/",1,"aoa1","pliers.pla",30,8,57,1,1,2,2,1,8,2431
"3490",9,169,566,"/",1,"aoa1","spanner.pla",32,8,57,2,1,2,2,1,8,2431
"3491",9,170,520,"/",1,"aoa1","broom.pla",31,8,57,3,1,2,2,1,8,2431
"3492",9,171,580,"/",1,"aoa1","chisel.pla",29,8,57,4,1,2,2,1,8,2431
"3493",9,172,530,"/",1,"aoa1","spanner.pla",32,8,58,1,2,2,2,1,8,4213
"3494",9,173,512,"/",1,"aoa1","pliers.pla",30,8,58,2,2,2,2,1,8,4213
"3495",9,174,527,"/",1,"aoa1","chisel.pla",29,8,58,3,2,2,2,1,8,4213
"3496",9,175,478,"/",1,"aoa1","broom.pla",31,8,58,4,2,2,2,1,8,4213
"3497",9,176,564,"/",1,"aoa1","pliers.pla",30,8,59,1,3,2,2,1,8,2134
"3498",9,177,502,"/",1,"aoa1","chisel.pla",29,8,59,2,3,2,2,1,8,2134
"3499",9,178,485,"/",1,"aoa1","broom.pla",31,8,59,3,3,2,2,1,8,2134
"3500",9,179,674,"/",1,"aoa1","spanner.pla",32,8,59,4,3,2,2,1,8,2134
"3501",9,180,585,"/",1,"aoa1","chisel.pla",29,8,60,1,4,2,2,1,8,1243
"3502",9,181,615,"/",1,"aoa1","pliers.pla",30,8,60,2,4,2,2,1,8,1243
"3503",9,182,539,"/",1,"aoa1","spanner.pla",32,8,60,3,4,2,2,1,8,1243
"3504",9,183,477,"/",1,"aoa1","broom.pla",31,8,60,4,4,2,2,1,8,1243
"3505",9,184,505,"/",1,"aoa1","spanner.pla",32,8,61,1,5,2,2,1,8,4312
"3506",9,185,522,"/",1,"aoa1","broom.pla",31,8,61,2,5,2,2,1,8,4312
"3507",9,186,506,"/",1,"aoa1","chisel.pla",29,8,61,3,5,2,2,1,8,4312
"3508",9,187,463,"/",1,"aoa1","pliers.pla",30,8,61,4,5,2,2,1,8,4312
"3509",9,188,433,"/",1,"aoa1","broom.pla",31,8,62,1,6,2,2,1,8,3124
"3510",9,189,426,"/",1,"aoa1","chisel.pla",29,8,62,2,6,2,2,1,8,3124
"3511",9,190,486,"/",1,"aoa1","pliers.pla",30,8,62,3,6,2,2,1,8,3124
"3512",9,191,506,"/",1,"aoa1","spanner.pla",32,8,62,4,6,2,2,1,8,3124
"3513",9,192,481,"/",1,"aoa1","pepper.pla",18,8,121,1,1,2,2,2,16,1432
"3514",9,193,524,"/",1,"aoa1","chisel.pla",29,6,121,2,1,2,2,2,16,1432
"3515",9,194,470,"/",1,"aoa1","ostrich.pla",27,7,121,3,1,2,2,2,16,1432
"3516",9,195,539,"/",1,"aoa1","tights.pla",23,5,121,4,1,2,2,2,16,1432
"3517",9,196,591,"/",1,"aoa1","chisel.pla",29,6,122,1,2,2,2,2,16,4123
"3518",9,197,484,"/",1,"aoa1","pepper.pla",18,7,122,2,2,2,2,2,16,4123
"3519",9,198,565,"/",1,"aoa1","tights.pla",23,5,122,3,2,2,2,2,16,4123
"3521",9,200,450,"/",1,"aoa1","tights.pla",23,6,123,1,3,2,2,2,16,2314
"3523",9,202,455,"/",1,"aoa1","pepper.pla",18,5,123,3,3,2,2,2,16,2314
"3524",9,203,478,"/",1,"aoa1","chisel.pla",29,8,123,4,3,2,2,2,16,2314
"3525",9,204,429,"/",1,"aoa1","ostrich.pla",27,5,124,1,4,2,2,2,16,3241
"3526",9,205,441,"/",1,"aoa1","tights.pla",23,8,124,2,4,2,2,2,16,3241
"3527",9,206,469,"/",1,"aoa1","chisel.pla",29,6,124,3,4,2,2,2,16,3241
"3528",9,207,392,"/",1,"aoa1","pepper.pla",18,7,124,4,4,2,2,2,16,3241
"3530",9,209,498,"/",1,"aoa1","chisel.pla",29,8,125,2,5,2,2,2,16,2413
"3531",9,210,408,"/",1,"aoa1","pepper.pla",18,5,125,3,5,2,2,2,16,2413
"3532",9,211,493,"/",1,"aoa1","ostrich.pla",27,6,125,4,5,2,2,2,16,2413
"3533",9,212,419,"/",1,"aoa1","pepper.pla",18,7,126,1,6,2,2,2,16,1234
"3534",9,213,544,"/",1,"aoa1","tights.pla",23,5,126,2,6,2,2,2,16,1234
"3535",9,214,496,"/",1,"aoa1","ostrich.pla",27,6,126,3,6,2,2,2,16,1234
"3536",9,215,517,"/",1,"aoa1","chisel.pla",29,8,126,4,6,2,2,2,16,1234
"3553",9,236,473,"/",1,"aoa1","rabbit.pla",2,1,73,1,1,2,1,2,10,1432
"3554",9,237,535,"/",1,"aoa1","shoe.pla",16,4,73,2,1,2,1,2,10,1432
"3556",9,239,514,"/",1,"aoa1","carrot.pla",8,2,73,4,1,2,1,2,10,1432
"3557",9,240,455,"/",1,"aoa1","shoe.pla",16,4,74,1,2,2,1,2,10,4213
"3558",9,241,429,"/",1,"aoa1","carrot.pla",8,2,74,2,2,2,1,2,10,4213
"3559",9,242,455,"/",1,"aoa1","rabbit.pla",2,1,74,3,2,2,1,2,10,4213
"3560",9,243,437,"/",1,"aoa1","hammer.pla",11,3,74,4,2,2,1,2,10,4213
"3561",9,244,475,"/",1,"aoa1","carrot.pla",8,2,75,1,3,2,1,2,10,2341
"3562",9,245,463,"/",1,"aoa1","hammer.pla",11,3,75,2,3,2,1,2,10,2341
"3564",9,247,510,"/",1,"aoa1","rabbit.pla",2,1,75,4,3,2,1,2,10,2341
"3565",9,248,477,"/",1,"aoa1","hammer.pla",11,3,76,1,4,2,1,2,10,3124
"3566",9,249,476,"/",1,"aoa1","rabbit.pla",2,1,76,2,4,2,1,2,10,3124
"3567",9,250,485,"/",1,"aoa1","carrot.pla",8,2,76,3,4,2,1,2,10,3124
"3568",9,251,512,"/",1,"aoa1","shoe.pla",16,4,76,4,4,2,1,2,10,3124
"3569",9,252,402,"/",1,"aoa1","rabbit.pla",2,1,77,1,5,2,1,2,10,1432
"3570",9,253,528,"/",1,"aoa1","shoe.pla",16,4,77,2,5,2,1,2,10,1432
"3571",9,254,481,"/",1,"aoa1","hammer.pla",11,3,77,3,5,2,1,2,10,1432
"3572",9,255,392,"/",1,"aoa1","carrot.pla",8,2,77,4,5,2,1,2,10,1432
"3573",9,256,443,"/",1,"aoa1","hammer.pla",11,3,78,1,6,2,1,2,10,3124
"3574",9,257,527,"/",1,"aoa1","rabbit.pla",2,1,78,2,6,2,1,2,10,3124
"3575",9,258,521,"/",1,"aoa1","carrot.pla",8,2,78,3,6,2,1,2,10,3124
"3576",9,259,461,"/",1,"aoa1","shoe.pla",16,4,78,4,6,2,1,2,10,3124
"3577",9,260,554,"/",1,"aoa1","pear.pla",6,2,9,1,1,2,1,1,2,2143
"3578",9,261,449,"/",1,"aoa1","banana.pla",5,2,9,2,1,2,1,1,2,2143
"3579",9,262,499,"/",1,"aoa1","carrot.pla",8,2,9,3,1,2,1,1,2,2143
"3580",9,263,461,"/",1,"aoa1","orange.pla",7,2,9,4,1,2,1,1,2,2143
"3581",9,264,490,"/",1,"aoa1","carrot.pla",8,2,10,1,2,2,1,1,2,4231
"3582",9,265,460,"/",1,"aoa1","pear.pla",6,2,10,2,2,2,1,1,2,4231
"3583",9,266,429,"/",1,"aoa1","orange.pla",7,2,10,3,2,2,1,1,2,4231
"3584",9,267,405,"/",1,"aoa1","banana.pla",5,2,10,4,2,2,1,1,2,4231
"3585",9,268,424,"/",1,"aoa1","orange.pla",7,2,11,1,3,2,1,1,2,3124
"3586",9,269,468,"/",1,"aoa1","banana.pla",5,2,11,2,3,2,1,1,2,3124
"3587",9,270,499,"/",1,"aoa1","pear.pla",6,2,11,3,3,2,1,1,2,3124
"3588",9,271,466,"/",1,"aoa1","carrot.pla",8,2,11,4,3,2,1,1,2,3124
"3589",9,272,496,"/",1,"aoa1","banana.pla",5,2,12,1,4,2,1,1,2,1342
"3590",9,273,490,"/",1,"aoa1","orange.pla",7,2,12,2,4,2,1,1,2,1342
"3591",9,274,526,"/",1,"aoa1","carrot.pla",8,2,12,3,4,2,1,1,2,1342
"3592",9,275,525,"/",1,"aoa1","pear.pla",6,2,12,4,4,2,1,1,2,1342
"3593",9,276,450,"/",1,"aoa1","orange.pla",7,2,13,1,5,2,1,1,2,3214
"3594",9,277,496,"/",1,"aoa1","pear.pla",6,2,13,2,5,2,1,1,2,3214
"3595",9,278,431,"/",1,"aoa1","banana.pla",5,2,13,3,5,2,1,1,2,3214
"3596",9,279,487,"/",1,"aoa1","carrot.pla",8,2,13,4,5,2,1,1,2,3214
"3597",9,280,432,"/",1,"aoa1","banana.pla",5,2,14,1,6,2,1,1,2,1432
"3598",9,281,481,"/",1,"aoa1","carrot.pla",8,2,14,2,6,2,1,1,2,1432
"3599",9,282,452,"/",1,"aoa1","orange.pla",7,2,14,3,6,2,1,1,2,1432
"3600",9,283,479,"/",1,"aoa1","pear.pla",6,2,14,4,6,2,1,1,2,1432
"3601",9,284,447,"/",1,"aoa1","lion.pla",3,1,81,1,1,2,1,2,11,1234
"3602",9,285,452,"/",1,"aoa1","orange.pla",7,2,81,2,1,2,1,2,11,1234
"3604",9,287,443,"/",1,"aoa1","jumper.pla",13,4,81,4,1,2,1,2,11,1234
"3605",9,288,490,"/",1,"aoa1","scissors.pla",10,3,82,1,2,2,1,2,11,3142
"3606",9,289,418,"/",1,"aoa1","lion.pla",3,1,82,2,2,2,1,2,11,3142
"3607",9,290,435,"/",1,"aoa1","jumper.pla",13,4,82,3,2,2,1,2,11,3142
"3608",9,291,439,"/",1,"aoa1","orange.pla",7,2,82,4,2,2,1,2,11,3142
"3609",9,292,498,"/",1,"aoa1","jumper.pla",13,4,83,1,3,2,1,2,11,4231
"3610",9,293,553,"/",1,"aoa1","orange.pla",7,2,83,2,3,2,1,2,11,4231
"3611",9,294,553,"/",1,"aoa1","scissors.pla",10,3,83,3,3,2,1,2,11,4231
"3612",9,295,484,"/",1,"aoa1","lion.pla",3,1,83,4,3,2,1,2,11,4231
"3613",9,296,527,"/",1,"aoa1","orange.pla",7,2,84,1,4,2,1,2,11,2314
"3615",9,298,563,"/",1,"aoa1","lion.pla",3,1,84,3,4,2,1,2,11,2314
"3616",9,299,529,"/",1,"aoa1","jumper.pla",13,4,84,4,4,2,1,2,11,2314
"3617",9,300,459,"/",1,"aoa1","lion.pla",3,1,85,1,5,2,1,2,11,1423
"3618",9,301,465,"/",1,"aoa1","jumper.pla",13,4,85,2,5,2,1,2,11,1423
"3619",9,302,458,"/",1,"aoa1","orange.pla",7,2,85,3,5,2,1,2,11,1423
"3620",9,303,412,"/",1,"aoa1","scissors.pla",10,3,85,4,5,2,1,2,11,1423
"3621",9,304,431,"/",1,"aoa1","jumper.pla",13,4,86,1,6,2,1,2,11,4312
"3622",9,305,413,"/",1,"aoa1","scissors.pla",10,3,86,2,6,2,1,2,11,4312
"3623",9,306,445,"/",1,"aoa1","lion.pla",3,1,86,3,6,2,1,2,11,4312
"3624",9,307,449,"/",1,"aoa1","orange.pla",7,2,86,4,6,2,1,2,11,4312
"3625",9,308,530,"/",1,"aoa1","hammer.pla",11,3,17,1,1,2,1,1,3,3214
"3626",9,309,459,"/",1,"aoa1","scissors.pla",10,3,17,2,1,2,1,1,3,3214
"3628",9,311,583,"/",1,"aoa1","ladder.pla",12,3,17,4,1,2,1,1,3,3214
"3629",9,312,421,"/",1,"aoa1","ptbrush.pla",9,3,18,1,2,2,1,1,3,1342
"3630",9,313,440,"/",1,"aoa1","hammer.pla",11,3,18,2,2,2,1,1,3,1342
"3631",9,314,378,"/",1,"aoa1","ladder.pla",12,3,18,3,2,2,1,1,3,1342
"3632",9,315,431,"/",1,"aoa1","scissors.pla",10,3,18,4,2,2,1,1,3,1342
"3633",9,316,529,"/",1,"aoa1","ladder.pla",12,3,19,1,3,2,1,1,3,4123
"3634",9,317,404,"/",1,"aoa1","ptbrush.pla",9,3,19,2,3,2,1,1,3,4123
"3635",9,318,475,"/",1,"aoa1","scissors.pla",10,3,19,3,3,2,1,1,3,4123
"3636",9,319,432,"/",1,"aoa1","hammer.pla",11,3,19,4,3,2,1,1,3,4123
"3637",9,320,509,"/",1,"aoa1","scissors.pla",10,3,20,1,4,2,1,1,3,2431
"3638",9,321,448,"/",1,"aoa1","ladder.pla",12,3,20,2,4,2,1,1,3,2431
"3639",9,322,445,"/",1,"aoa1","hammer.pla",11,3,20,3,4,2,1,1,3,2431
"3640",9,323,467,"/",1,"aoa1","ptbrush.pla",9,3,20,4,4,2,1,1,3,2431
"3641",9,324,449,"/",1,"aoa1","hammer.pla",11,3,21,1,5,2,1,1,3,3142
"3642",9,325,447,"/",1,"aoa1","ptbrush.pla",9,3,21,2,5,2,1,1,3,3142
"3643",9,326,450,"/",1,"aoa1","ladder.pla",12,3,21,3,5,2,1,1,3,3142
"3644",9,327,450,"/",1,"aoa1","scissors.pla",10,3,21,4,5,2,1,1,3,3142
"3645",9,328,478,"/",1,"aoa1","ladder.pla",12,3,22,1,6,2,1,1,3,4231
"3646",9,329,462,"/",1,"aoa1","scissors.pla",10,3,22,2,6,2,1,1,3,4231
"3647",9,330,441,"/",1,"aoa1","hammer.pla",11,3,22,3,6,2,1,1,3,4231
"3648",9,331,458,"/",1,"aoa1","ptbrush.pla",9,3,22,4,6,2,1,1,3,4231
"3649",9,334,439,"/",1,"aoa1","jumper.pla",13,4,25,1,1,2,1,1,4,1234
"3650",9,335,474,"/",1,"aoa1","trousers.pla",14,4,25,2,1,2,1,1,4,1234
"3651",9,336,469,"/",1,"aoa1","dress.pla",15,4,25,3,1,2,1,1,4,1234
"3652",9,337,472,"/",1,"aoa1","shoe.pla",16,4,25,4,1,2,1,1,4,1234
"3653",9,338,438,"/",1,"aoa1","dress.pla",15,4,26,1,2,2,1,1,4,3142
"3654",9,339,419,"/",1,"aoa1","jumper.pla",13,4,26,2,2,2,1,1,4,3142
"3655",9,340,429,"/",1,"aoa1","shoe.pla",16,4,26,3,2,2,1,1,4,3142
"3656",9,341,399,"/",1,"aoa1","trousers.pla",14,4,26,4,2,2,1,1,4,3142
"3657",9,342,418,"/",1,"aoa1","jumper.pla",13,4,27,1,3,2,1,1,4,1324
"3658",9,343,423,"/",1,"aoa1","dress.pla",15,4,27,2,3,2,1,1,4,1324
"3659",9,344,481,"/",1,"aoa1","trousers.pla",14,4,27,3,3,2,1,1,4,1324
"3660",9,345,372,"/",1,"aoa1","shoe.pla",16,4,27,4,3,2,1,1,4,1324
"3661",9,346,439,"/",1,"aoa1","trousers.pla",14,4,28,1,4,2,1,1,4,2413
"3662",9,347,350,"/",1,"aoa1","shoe.pla",16,4,28,2,4,2,1,1,4,2413
"3663",9,348,410,"/",1,"aoa1","jumper.pla",13,4,28,3,4,2,1,1,4,2413
"3664",9,349,391,"/",1,"aoa1","dress.pla",15,4,28,4,4,2,1,1,4,2413
"3665",9,350,428,"/",1,"aoa1","shoe.pla",16,4,29,1,5,2,1,1,4,4321
"3666",9,351,382,"/",1,"aoa1","dress.pla",15,4,29,2,5,2,1,1,4,4321
"3667",9,352,505,"/",1,"aoa1","trousers.pla",14,4,29,3,5,2,1,1,4,4321
"3669",9,354,509,"/",1,"aoa1","trousers.pla",14,4,30,1,6,2,1,1,4,2143
"3670",9,355,450,"/",1,"aoa1","jumper.pla",13,4,30,2,6,2,1,1,4,2143
"3671",9,356,393,"/",1,"aoa1","shoe.pla",16,4,30,3,6,2,1,1,4,2143
"3672",9,357,398,"/",1,"aoa1","dress.pla",15,4,30,4,6,2,1,1,4,2143
"3673",9,358,533,"/",1,"aoa1","spider.pla",1,1,89,1,1,2,1,2,12,1234
"3674",9,359,483,"/",1,"aoa1","pear.pla",6,2,89,2,1,2,1,2,12,1234
"3675",9,360,528,"/",1,"aoa1","ladder.pla",12,3,89,3,1,2,1,2,12,1234
"3676",9,361,453,"/",1,"aoa1","dress.pla",15,4,89,4,1,2,1,2,12,1234
"3677",9,362,404,"/",1,"aoa1","ladder.pla",12,3,90,1,2,2,1,2,12,3412
"3678",9,363,424,"/",1,"aoa1","dress.pla",15,4,90,2,2,2,1,2,12,3412
"3679",9,364,459,"/",1,"aoa1","spider.pla",1,1,90,3,2,2,1,2,12,3412
"3680",9,365,431,"/",1,"aoa1","pear.pla",6,2,90,4,2,2,1,2,12,3412
"3681",9,366,439,"/",1,"aoa1","dress.pla",15,4,91,1,3,2,1,2,12,4321
"3682",9,367,420,"/",1,"aoa1","ladder.pla",12,3,91,2,3,2,1,2,12,4321
"3683",9,368,472,"/",1,"aoa1","pear.pla",6,2,91,3,3,2,1,2,12,4321
"3684",9,369,526,"/",1,"aoa1","spider.pla",1,1,91,4,3,2,1,2,12,4321
"3685",9,370,473,"/",1,"aoa1","pear.pla",6,2,92,1,4,2,1,2,12,2143
"3686",9,371,531,"/",1,"aoa1","spider.pla",1,1,92,2,4,2,1,2,12,2143
"3687",9,372,436,"/",1,"aoa1","dress.pla",15,4,92,3,4,2,1,2,12,2143
"3689",9,374,504,"/",1,"aoa1","spider.pla",1,1,93,1,5,2,1,2,12,1324
"3690",9,375,419,"/",1,"aoa1","ladder.pla",12,3,93,2,5,2,1,2,12,1324
"3691",9,376,497,"/",1,"aoa1","pear.pla",6,2,93,3,5,2,1,2,12,1324
"3692",9,377,430,"/",1,"aoa1","dress.pla",15,4,93,4,5,2,1,2,12,1324
"3693",9,378,487,"/",1,"aoa1","pear.pla",6,2,94,1,6,2,1,2,12,2413
"3694",9,379,457,"/",1,"aoa1","dress.pla",15,4,94,2,6,2,1,2,12,2413
"3695",9,380,485,"/",1,"aoa1","spider.pla",1,1,94,3,6,2,1,2,12,2413
"3696",9,381,401,"/",1,"aoa1","ladder.pla",12,3,94,4,6,2,1,2,12,2413
"3697",9,382,483,"/",1,"aoa1","frog.pla",4,1,1,1,1,2,1,1,1,4123
"3698",9,383,530,"/",1,"aoa1","spider.pla",1,1,1,2,1,2,1,1,1,4123
"3699",9,384,384,"/",1,"aoa1","rabbit.pla",2,1,1,3,1,2,1,1,1,4123
"3700",9,385,426,"/",1,"aoa1","lion.pla",3,1,1,4,1,2,1,1,1,4123
"3701",9,386,567,"/",1,"aoa1","spider.pla",1,1,2,1,2,2,1,1,1,1432
"3702",9,387,531,"/",1,"aoa1","frog.pla",4,1,2,2,2,2,1,1,1,1432
"3703",9,388,419,"/",1,"aoa1","lion.pla",3,1,2,3,2,2,1,1,1,1432
"3704",9,389,386,"/",1,"aoa1","rabbit.pla",2,1,2,4,2,2,1,1,1,1432
"3705",9,390,439,"/",1,"aoa1","lion.pla",3,1,3,1,3,2,1,1,1,3241
"3706",9,391,364,"/",1,"aoa1","rabbit.pla",2,1,3,2,3,2,1,1,1,3241
"3707",9,392,497,"/",1,"aoa1","frog.pla",4,1,3,3,3,2,1,1,1,3241
"3708",9,393,518,"/",1,"aoa1","spider.pla",1,1,3,4,3,2,1,1,1,3241
"3709",9,394,505,"/",1,"aoa1","rabbit.pla",2,1,4,1,4,2,1,1,1,2314
"3710",9,395,427,"/",1,"aoa1","lion.pla",3,1,4,2,4,2,1,1,1,2314
"3711",9,396,513,"/",1,"aoa1","spider.pla",1,1,4,3,4,2,1,1,1,2314
"3712",9,397,470,"/",1,"aoa1","frog.pla",4,1,4,4,4,2,1,1,1,2314
"3713",9,398,372,"/",1,"aoa1","lion.pla",3,1,5,1,5,2,1,1,1,3142
"3714",9,399,496,"/",1,"aoa1","spider.pla",1,1,5,2,5,2,1,1,1,3142
"3715",9,400,490,"/",1,"aoa1","frog.pla",4,1,5,3,5,2,1,1,1,3142
"3716",9,401,403,"/",1,"aoa1","rabbit.pla",2,1,5,4,5,2,1,1,1,3142
"3717",9,402,434,"/",1,"aoa1","frog.pla",4,1,6,1,6,2,1,1,1,4321
"3718",9,403,426,"/",1,"aoa1","lion.pla",3,1,6,2,6,2,1,1,1,4321
"3719",9,404,425,"/",1,"aoa1","rabbit.pla",2,1,6,3,6,2,1,1,1,4321
"3720",9,405,515,"/",1,"aoa1","spider.pla",1,1,6,4,6,2,1,1,1,4321
"3721",9,406,581,"/",1,"aoa1","ptbrush.pla",9,3,65,1,1,2,1,2,9,3124
"3722",9,407,452,"/",1,"aoa1","frog.pla",4,1,65,2,1,2,1,2,9,3124
"3723",9,408,451,"/",1,"aoa1","banana.pla",5,2,65,3,1,2,1,2,9,3124
"3724",9,409,518,"/",1,"aoa1","trousers.pla",14,4,65,4,1,2,1,2,9,3124
"3725",9,410,493,"/",1,"aoa1","frog.pla",4,1,66,1,2,2,1,2,9,1243
"3727",9,412,483,"/",1,"aoa1","trousers.pla",14,4,66,3,2,2,1,2,9,1243
"3728",9,413,422,"/",1,"aoa1","ptbrush.pla",9,3,66,4,2,2,1,2,9,1243
"3729",9,414,420,"/",1,"aoa1","banana.pla",5,2,67,1,3,2,1,2,9,2134
"3730",9,415,453,"/",1,"aoa1","frog.pla",4,1,67,2,3,2,1,2,9,2134
"3731",9,416,480,"/",1,"aoa1","ptbrush.pla",9,3,67,3,3,2,1,2,9,2134
"3732",9,417,408,"/",1,"aoa1","trousers.pla",14,4,67,4,3,2,1,2,9,2134
"3733",9,418,473,"/",1,"aoa1","frog.pla",4,1,68,1,4,2,1,2,9,1342
"3734",9,419,466,"/",1,"aoa1","ptbrush.pla",9,3,68,2,4,2,1,2,9,1342
"3735",9,420,480,"/",1,"aoa1","trousers.pla",14,4,68,3,4,2,1,2,9,1342
"3736",9,421,473,"/",1,"aoa1","banana.pla",5,2,68,4,4,2,1,2,9,1342
"3737",9,422,465,"/",1,"aoa1","ptbrush.pla",9,3,69,1,5,2,1,2,9,3421
"3738",9,423,480,"/",1,"aoa1","trousers.pla",14,4,69,2,5,2,1,2,9,3421
"3739",9,424,427,"/",1,"aoa1","banana.pla",5,2,69,3,5,2,1,2,9,3421
"3740",9,425,514,"/",1,"aoa1","frog.pla",4,1,69,4,5,2,1,2,9,3421
"3741",9,426,475,"/",1,"aoa1","trousers.pla",14,4,70,1,6,2,1,2,9,4213
"3742",9,427,404,"/",1,"aoa1","banana.pla",5,2,70,2,6,2,1,2,9,4213
"3743",9,428,437,"/",1,"aoa1","frog.pla",4,1,70,3,6,2,1,2,9,4213
"3744",9,429,439,"/",1,"aoa1","ptbrush.pla",9,3,70,4,6,2,1,2,9,4213
"3761",10,22,491,"/",1,"aoa1","broom.pla",31,8,105,1,1,2,2,2,14,4123
"3762",10,23,528,"/",1,"aoa1","lettuce.pla",20,5,105,2,1,2,2,2,14,4123
"3763",10,24,532,"/",1,"aoa1","waistct.pla",22,6,105,3,1,2,2,2,14,4123
"3764",10,25,516,"/",1,"aoa1","camel.pla",25,7,105,4,1,2,2,2,14,4123
"3765",10,26,511,"/",1,"aoa1","waistct.pla",22,6,106,1,2,2,2,2,14,2431
"3766",10,27,470,"/",1,"aoa1","broom.pla",31,8,106,2,2,2,2,2,14,2431
"3767",10,28,490,"/",1,"aoa1","camel.pla",25,7,106,3,2,2,2,2,14,2431
"3768",10,29,486,"/",1,"aoa1","lettuce.pla",20,5,106,4,2,2,2,2,14,2431
"3769",10,30,484,"/",1,"aoa1","camel.pla",25,7,107,1,3,2,2,2,14,3214
"3770",10,31,432,"/",1,"aoa1","waistct.pla",22,6,107,2,3,2,2,2,14,3214
"3771",10,32,467,"/",1,"aoa1","lettuce.pla",20,5,107,3,3,2,2,2,14,3214
"3772",10,33,479,"/",1,"aoa1","broom.pla",31,8,107,4,3,2,2,2,14,3214
"3773",10,34,480,"/",1,"aoa1","lettuce.pla",20,5,108,1,4,2,2,2,14,1342
"3774",10,35,469,"/",1,"aoa1","camel.pla",25,7,108,2,4,2,2,2,14,1342
"3775",10,36,457,"/",1,"aoa1","broom.pla",31,8,108,3,4,2,2,2,14,1342
"3776",10,37,469,"/",1,"aoa1","waistct.pla",22,6,108,4,4,2,2,2,14,1342
"3777",10,38,460,"/",1,"aoa1","broom.pla",31,8,109,1,5,2,2,2,14,4231
"3778",10,39,431,"/",1,"aoa1","waistct.pla",22,6,109,2,5,2,2,2,14,4231
"3779",10,40,502,"/",1,"aoa1","camel.pla",25,7,109,3,5,2,2,2,14,4231
"3780",10,41,437,"/",1,"aoa1","lettuce.pla",20,5,109,4,5,2,2,2,14,4231
"3781",10,42,450,"/",1,"aoa1","waistct.pla",22,6,110,1,6,2,2,2,14,2314
"3782",10,43,444,"/",1,"aoa1","camel.pla",25,7,110,2,6,2,2,2,14,2314
"3783",10,44,506,"/",1,"aoa1","lettuce.pla",20,5,110,3,6,2,2,2,14,2314
"3784",10,45,505,"/",1,"aoa1","broom.pla",31,8,110,4,6,2,2,2,14,2314
"3785",10,46,474,"/",1,"aoa1","mitten.pla",21,6,41,1,1,2,2,1,6,1324
"3786",10,47,509,"/",1,"aoa1","tights.pla",23,6,41,2,1,2,2,1,6,1324
